ID,Sport,Emmer (80/20),Expected RPE,TSS,Totale Duur (min),Totale Afstand (m),Type Training,Doelwit Evenement,Tijd 1,Afstand 1,Zone 1,Materiaal 1,Slag 1,Tijd 2,Afstand 2,Zone 2,Materiaal 2,Slag 2,Tijd 3,Afstand 3,Zone 3,Materiaal 3,Slag 3,Tijd 4,Afstand 4,Zone 4,Materiaal 4,Slag 4,Tijd 5,Afstand 5,Zone 5,Materiaal 5,Slag 5,Tijd 6,Afstand 6,Zone 6,Materiaal 6,Slag 6,Tijd 7,Afstand 7,Zone 7,Materiaal 7,Slag 7,Tijd 8,Afstand 8,Zone 8,Materiaal 8,Slag 8,Tijd 9,Afstand 9,Zone 9,Materiaal 9,Slag 9,Tijd 10,Afstand 10,Zone 10,Materiaal 10,Slag 10,Tijd 11,Afstand 11,Zone 11,Materiaal 11,Slag 11,Tijd 12,Afstand 12,Zone 12,Materiaal 12,Slag 12,Tijd 13,Afstand 13,Zone 13,Materiaal 13,Slag 13,Tijd 14,Afstand 14,Zone 14,Materiaal 14,Slag 14,Tijd 15,Afstand 15,Zone 15,Materiaal 15,Slag 15,Tijd 16,Afstand 16,Zone 16,Materiaal 16,Slag 16,Tijd 17,Afstand 17,Zone 17,Materiaal 17,Slag 17,Tijd 18,Afstand 18,Zone 18,Materiaal 18,Slag 18,Tijd 19,Afstand 19,Zone 19,Materiaal 19,Slag 19,Tijd 20,Afstand 20,Zone 20,Materiaal 20,Slag 20,Tijd 21,Afstand 21,Zone 21,Materiaal 21,Slag 21,Tijd 22,Afstand 22,Zone 22,Materiaal 22,Slag 22,Tijd 23,Afstand 23,Zone 23,Materiaal 23,Slag 23,Tijd 24,Afstand 24,Zone 24,Materiaal 24,Slag 24,Tijd 25,Afstand 25,Zone 25,Materiaal 25,Slag 25,Tijd 26,Afstand 26,Zone 26,Materiaal 26,Slag 26,Tijd 27,Afstand 27,Zone 27,Materiaal 27,Slag 27,Tijd 28,Afstand 28,Zone 28,Materiaal 28,Slag 28,Tijd 29,Afstand 29,Zone 29,Materiaal 29,Slag 29,Tijd 30,Afstand 30,Zone 30,Materiaal 30,Slag 30
RUN-008,Lopen,80%,4,74,90,,Duur,Halve,15',,1,,,60',,2,,,15',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-009,Lopen,80%,4,102,120,,Duur,Volledige,15',,1,,,90',,2,,,15',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-010,Lopen,80%,4,130,150,,Duur,Volledige,15',,1,,,120',,2,,,15',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-011,Lopen,80%,4,64,90,,Wisselduur,Halve,15',,1,,,15',,2,,,15',,1,,,15',,2,,,30',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-012,Lopen,80%,4,41,60,,Wisselduur,Halve,15',,1,,,15',,2,,,30',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-013,Lopen,80%,4,64,90,,Wisselduur,Halve,15',,1,,,15',,2,,,15',,1,,,15',,2,,,30',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-014,Lopen,80%,4,41,60,,Wisselduur,Halve,15',,1,,,15',,2,,,30',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-015,Lopen,80%,4,41,60,,Wisselduur,Halve,15',,1,,,15',,2,,,30',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-016,Lopen,80%,5,65,75,,Progressie,Halve,15',,1,,,60',,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-017,Lopen,80%,5,51,60,,Progressie,Halve,15',,1,,,45',,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-018,Lopen,80%,5,51,60,,Progressie,Halve,15',,1,,,45',,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-019,Lopen,80%,5,51,60,,Progressie,Halve,15',,1,,,45',,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-020,Lopen,80%,5,51,60,,Progressie,Halve,15',,1,,,45',,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-021,Lopen,20%,7,41,45,,Fartlek,Sprint,15',,2,,,3',,3,,,2',,2,,,3',,3,,,2',,2,,,3',,3,,,2',,2,,,15',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-022,Lopen,20%,7,41,45,,Fartlek,Sprint,15',,2,,,3',,3,,,2',,2,,,3',,3,,,2',,2,,,3',,3,,,2',,2,,,15',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-023,Lopen,20%,7,41,45,,Fartlek,Sprint,15',,2,,,3',,3,,,2',,2,,,3',,3,,,2',,2,,,3',,3,,,2',,2,,,15',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-024,Lopen,20%,7,59,60,,Fartlek,Sprint,15',,2,,,3',,3,,,2',,2,,,3',,3,,,2',,2,,,3',,3,,,2',,2,,,3',,3,,,2',,2,,,3',,3,,,2',,2,,,3',,3,,,2',,2,,,15',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-025,Lopen,20%,7,59,60,,Fartlek,Sprint,15',,2,,,3',,3,,,2',,2,,,3',,3,,,2',,2,,,3',,3,,,2',,2,,,3',,3,,,2',,2,,,3',,3,,,2',,2,,,3',,3,,,2',,2,,,15',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-026,Lopen,20%,8,62,60,,Drempel,Halve,15',,2,,,10',,4,,,5',,1,,,10',,4,,,20',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-027,Lopen,20%,8,102,90,,Drempel,Halve,15',,2,,,10',,4,,,5',,1,,,10',,4,,,5',,1,,,10',,4,,,5',,1,,,10',,4,,,20',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-028,Lopen,20%,8,98,75,,Drempel,Halve,15',,2,,,15',,4,,,5',,1,,,15',,4,,,5',,1,,,15',,4,,,5',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-029,Lopen,20%,8,102,90,,Drempel,Halve,15',,2,,,10',,4,,,5',,1,,,10',,4,,,5',,1,,,10',,4,,,5',,1,,,10',,4,,,20',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-030,Lopen,20%,8,62,60,,Drempel,Halve,15',,2,,,10',,4,,,5',,1,,,10',,4,,,20',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-031,Lopen,20%,8,90,75,,Over-Under,Halve,15',,2,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,15',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-032,Lopen,20%,8,67,60,,Over-Under,Halve,15',,2,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,15',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-033,Lopen,20%,8,90,75,,Over-Under,Halve,15',,2,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,15',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-034,Lopen,20%,8,90,75,,Over-Under,Halve,15',,2,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,15',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-035,Lopen,20%,8,90,75,,Over-Under,Halve,15',,2,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,2',,4,,,3',,3,,,15',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-036,Lopen,20%,9,51,45,,VO2-Max,Sprint,15',,2,,,4',,5,,,1',,1,,,4',,5,,,1',,1,,,4',,5,,,16',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-037,Lopen,20%,9,46,45,,VO2-Max,Sprint,15',,2,,,3',,5,,,2',,1,,,3',,5,,,2',,1,,,3',,5,,,17',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-038,Lopen,20%,9,80,60,,VO2-Max,Sprint,15',,2,,,4',,5,,,1',,1,,,4',,5,,,1',,1,,,4',,5,,,1',,1,,,4',,5,,,1',,1,,,4',,5,,,1',,1,,,4',,5,,,16',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-039,Lopen,20%,9,80,60,,VO2-Max,Sprint,15',,2,,,4',,5,,,1',,1,,,4',,5,,,1',,1,,,4',,5,,,1',,1,,,4',,5,,,1',,1,,,4',,5,,,1',,1,,,4',,5,,,16',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-040,Lopen,20%,9,46,45,,VO2-Max,Sprint,15',,2,,,3',,5,,,2',,1,,,3',,5,,,2',,1,,,3',,5,,,17',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-041,Lopen,20%,9,67,60,,VO2-Max,Sprint,15',,2,,,1',,5,,,1',,1,,,2',,5,,,2',,1,,,3',,5,,,3',,1,,,4',,5,,,4',,1,,,3',,5,,,3',,1,,,2',,5,,,2',,1,,,1',,5,,,14',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-042,Lopen,20%,9,46,45,,VO2-Max,Sprint,15',,2,,,1',,5,,,1',,1,,,2',,5,,,2',,1,,,3',,5,,,3',,1,,,2',,5,,,2',,1,,,1',,5,,,13',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-043,Lopen,20%,9,67,60,,VO2-Max,Sprint,15',,2,,,1',,5,,,1',,1,,,2',,5,,,2',,1,,,3',,5,,,3',,1,,,4',,5,,,4',,1,,,3',,5,,,3',,1,,,2',,5,,,2',,1,,,1',,5,,,14',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-044,Lopen,20%,9,67,60,,VO2-Max,Sprint,15',,2,,,1',,5,,,1',,1,,,2',,5,,,2',,1,,,3',,5,,,3',,1,,,4',,5,,,4',,1,,,3',,5,,,3',,1,,,2',,5,,,2',,1,,,1',,5,,,14',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-045,Lopen,20%,9,67,60,,VO2-Max,Sprint,15',,2,,,1',,5,,,1',,1,,,2',,5,,,2',,1,,,3',,5,,,3',,1,,,4',,5,,,4',,1,,,3',,5,,,3',,1,,,2',,5,,,2',,1,,,1',,5,,,14',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-046,Lopen,20%,8,109,120,,Duur+,Volledige,15',,1,,,75',,2,,,15',,3,,,15',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-047,Lopen,20%,8,80,90,,Duur+,Volledige,15',,1,,,45',,2,,,15',,3,,,15',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-048,Lopen,20%,8,80,90,,Duur+,Volledige,15',,1,,,45',,2,,,15',,3,,,15',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-049,Lopen,20%,8,80,90,,Duur+,Volledige,15',,1,,,45',,2,,,15',,3,,,15',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN-050,Lopen,20%,8,109,120,,Duur+,Volledige,15',,1,,,75',,2,,,15',,3,,,15',,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-001,Zwemmen,80%,3,14,,1500,Techniek,Fitheid,,500m,1,,Vrije Slag,,250m,2,Pull Buoy,Vrije Slag,,250m,2,Paddles,Vrije Slag,,500m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-002,Zwemmen,80%,3,21,,2000,Techniek,Fitheid,,500m,1,,Vrije Slag,,250m,2,Pull Buoy,Vrije Slag,,250m,2,Paddles,Vrije Slag,,250m,2,Pull Buoy,Vrije Slag,,250m,2,Paddles,Vrije Slag,,500m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-003,Zwemmen,80%,3,21,,2000,Techniek,Fitheid,,500m,1,,Vrije Slag,,250m,2,Pull Buoy,Vrije Slag,,250m,2,Paddles,Vrije Slag,,250m,2,Pull Buoy,Vrije Slag,,250m,2,Paddles,Vrije Slag,,500m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-004,Zwemmen,80%,3,21,,2000,Techniek,Fitheid,,500m,1,,Vrije Slag,,250m,2,Pull Buoy,Vrije Slag,,250m,2,Paddles,Vrije Slag,,250m,2,Pull Buoy,Vrije Slag,,250m,2,Paddles,Vrije Slag,,500m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-005,Zwemmen,80%,3,14,,1500,Techniek,Fitheid,,500m,1,,Vrije Slag,,250m,2,Pull Buoy,Vrije Slag,,250m,2,Paddles,Vrije Slag,,500m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-006,Zwemmen,80%,3,21,,2000,Techniek,Fitheid,,500m,1,,Vrije Slag,,250m,2,Pull Buoy,Vrije Slag,,250m,2,Paddles,Vrije Slag,,250m,2,Pull Buoy,Vrije Slag,,250m,2,Paddles,Vrije Slag,,500m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-007,Zwemmen,80%,4,28,,2500,Duur,Volledige,,500m,1,,Vrije Slag,,1500m,2,,Vrije Slag,,500m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-008,Zwemmen,80%,4,28,,2500,Duur,Volledige,,500m,1,,Vrije Slag,,1500m,2,,Vrije Slag,,500m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-009,Zwemmen,80%,4,21,,2000,Duur,Halve,,500m,1,,Vrije Slag,,1000m,2,,Vrije Slag,,500m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-010,Zwemmen,80%,4,35,,3000,Duur,Volledige,,500m,1,,Vrije Slag,,2000m,2,,Vrije Slag,,500m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-011,Zwemmen,80%,4,21,,2000,Duur,Halve,,500m,1,,Vrije Slag,,1000m,2,,Vrije Slag,,500m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-012,Zwemmen,80%,4,35,,3000,Duur,Volledige,,500m,1,,Vrije Slag,,2000m,2,,Vrije Slag,,500m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-013,Zwemmen,80%,4,28,,2500,Wisselduur,Halve,,500m,1,,Vrije Slag,,500m,2,Pull Buoy,Vrije Slag,,500m,2,,Vrije Slag,,500m,2,Pull Buoy,Vrije Slag,,500m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-014,Zwemmen,80%,4,21,,2000,Wisselduur,Halve,,500m,1,,Vrije Slag,,500m,2,Pull Buoy,Vrije Slag,,500m,2,,Vrije Slag,,500m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-015,Zwemmen,80%,4,28,,2500,Wisselduur,Halve,,500m,1,,Vrije Slag,,500m,2,Pull Buoy,Vrije Slag,,500m,2,,Vrije Slag,,500m,2,Pull Buoy,Vrije Slag,,500m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-016,Zwemmen,80%,4,28,,2500,Wisselduur,Halve,,500m,1,,Vrije Slag,,500m,2,Pull Buoy,Vrije Slag,,500m,2,,Vrije Slag,,500m,2,Pull Buoy,Vrije Slag,,500m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-017,Zwemmen,80%,4,28,,2500,Wisselduur,Halve,,500m,1,,Vrije Slag,,500m,2,Pull Buoy,Vrije Slag,,500m,2,,Vrije Slag,,500m,2,Pull Buoy,Vrije Slag,,500m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI-018,Zwemmen,80%,4,21,,2000,Wisselduur,Halve,,500m,1,,Vrije Slag,,500m,2,Pull Buoy,Vrije Slag,,500m,2,,Vrije Slag,,500m,1,,Vrije Slag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
